Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
6/1/2008;10:01:00;1.936;0.000;240.280;8.000;0.000;0.000;0.000
6/1/2008;13:21:00;2.126;0.164;240.380;9.200;0.000;2.000;18.000
6/1/2008;16:41:00;0.600;0.062;240.910;2.400;0.000;0.000;0.000
6/1/2008;20:01:00;4.576;0.350;231.910;20.200;24.000;1.000;16.000
6/1/2008;23:21:00;0.238;0.052;240.570;1.000;0.000;0.000;0.000
7/1/2008;02:41:00;0.502;0.326;244.870;2.400;0.000;2.000;0.000
7/1/2008;06:01:00;0.252;0.050;242.670;1.000;0.000;0.000;0.000
7/1/2008;09:21:00;1.478;0.106;242.810;6.000;1.000;0.000;18.000
7/1/2008;12:41:00;1.294;0.000;241.310;5.200;0.000;0.000;17.000
7/1/2008;16:01:00;0.220;0.000;241.400;0.800;0.000;0.000;0.000
7/1/2008;19:21:00;1.628;0.332;236.180;7.000;0.000;1.000;0.000
7/1/2008;22:41:00;1.580;0.154;241.510;6.600;0.000;0.000;18.000
8/1/2008;02:01:00;0.222;0.000;243.550;1.000;0.000;0.000;0.000
8/1/2008;05:21:00;0.332;0.096;243.220;1.400;0.000;0.000;0.000
8/1/2008;08:41:00;0.218;0.000;241.430;0.800;0.000;0.000;0.000
8/1/2008;12:01:00;3.470;0.162;239.390;14.400;38.000;1.000;0.000
8/1/2008;15:21:00;1.376;0.000;242.620;5.600;0.000;0.000;18.000
8/1/2008;18:41:00;2.320;0.066;237.070;9.800;0.000;0.000;0.000
8/1/2008;22:01:00;3.802;0.000;238.150;16.000;0.000;0.000;17.000
9/1/2008;01:21:00;0.542;0.210;242.810;2.400;0.000;1.000;0.000
9/1/2008;04:41:00;0.220;0.000;241.750;1.000;0.000;0.000;0.000
9/1/2008;08:01:00;2.158;0.198;239.610;9.000;0.000;0.000;18.000
9/1/2008;11:21:00;1.356;0.000;241.790;5.600;0.000;0.000;18.000
9/1/2008;14:41:00;0.398;0.228;246.350;1.800;0.000;0.000;0.000
9/1/2008;18:01:00;0.214;0.000;237.890;0.800;0.000;0.000;0.000
9/1/2008;21:21:00;3.606;0.174;236.120;15.200;0.000;0.000;17.000
10/1/2008;00:41:00;0.400;0.000;244.410;1.800;0.000;0.000;0.000
10/1/2008;04:01:00;0.582;0.220;243.580;2.600;0.000;2.000;0.000
10/1/2008;07:21:00;1.908;0.000;239.440;8.000;0.000;0.000;17.000
10/1/2008;10:41:00;1.552;0.076;239.970;6.400;0.000;0.000;18.000
10/1/2008;14:01:00;1.760;0.076;244.170;7.200;0.000;1.000;18.000
10/1/2008;17:21:00;0.500;0.190;240.480;2.200;0.000;0.000;0.000
10/1/2008;20:41:00;4.352;0.062;235.640;18.400;37.000;0.000;17.000
11/1/2008;00:01:00;0.330;0.120;246.940;1.400;0.000;0.000;0.000
11/1/2008;03:21:00;0.228;0.000;245.490;1.000;0.000;0.000;0.000
11/1/2008;06:41:00;0.552;0.112;245.070;2.200;0.000;0.000;0.000
11/1/2008;10:01:00;1.578;0.088;238.480;6.600;0.000;0.000;17.000
11/1/2008;13:21:00;1.682;0.000;240.220;7.000;0.000;0.000;18.000
11/1/2008;16:41:00;0.652;0.082;240.460;2.600;0.000;0.000;0.000
11/1/2008;20:01:00;1.750;0.000;236.450;7.400;0.000;0.000;0.000
11/1/2008;23:21:00;1.340;0.224;242.930;5.600;2.000;2.000;0.000
12/1/2008;02:41:00;0.490;0.000;244.520;2.200;0.000;0.000;0.000
12/1/2008;06:01:00;0.502;0.092;244.810;2.200;0.000;0.000;0.000
12/1/2008;09:21:00;0.474;0.070;239.250;2.200;0.000;1.000;0.000
12/1/2008;12:41:00;0.488;0.096;242.440;2.200;0.000;0.000;0.000
12/1/2008;16:01:00;1.572;0.086;240.470;6.600;0.000;1.000;18.000
12/1/2008;19:21:00;4.208;0.238;232.390;18.200;2.000;0.000;16.000
12/1/2008;22:41:00;5.494;0.184;237.410;23.200;0.000;2.000;18.000
13/1/2008;02:01:00;4.816;0.000;240.130;20.000;39.000;0.000;18.000
13/1/2008;05:21:00;1.292;0.000;243.020;5.200;0.000;0.000;0.000
13/1/2008;08:41:00;0.324;0.094;240.270;1.400;0.000;0.000;0.000
13/1/2008;12:01:00;2.830;0.402;234.520;12.200;38.000;1.000;0.000
13/1/2008;15:21:00;0.406;0.000;245.400;1.800;0.000;0.000;0.000
13/1/2008;18:41:00;4.022;0.000;235.260;17.000;1.000;0.000;17.000
13/1/2008;22:01:00;1.016;0.212;240.610;4.200;0.000;0.000;0.000
14/1/2008;01:21:00;0.222;0.000;243.480;1.000;0.000;0.000;0.000
14/1/2008;04:41:00;0.330;0.094;243.810;1.400;0.000;0.000;0.000
14/1/2008;08:01:00;1.622;0.056;237.500;6.800;0.000;0.000;18.000
14/1/2008;11:21:00;1.506;0.000;238.090;6.400;0.000;0.000;18.000
14/1/2008;14:41:00;0.488;0.096;242.520;2.200;0.000;0.000;0.000
14/1/2008;18:01:00;0.730;0.052;237.300;3.200;0.000;0.000;0.000
14/1/2008;21:21:00;5.884;0.218;233.170;25.200;43.000;0.000;17.000
15/1/2008;00:41:00;0.344;0.000;243.730;1.600;0.000;0.000;0.000
15/1/2008;04:01:00;0.416;0.066;242.960;2.000;0.000;0.000;0.000
15/1/2008;07:21:00;2.184;0.000;237.960;9.200;0.000;0.000;18.000
15/1/2008;10:41:00;1.510;0.086;243.070;6.200;0.000;0.000;18.000
15/1/2008;14:01:00;4.234;0.080;239.930;17.600;0.000;37.000;17.000
15/1/2008;17:21:00;2.070;0.062;239.610;8.600;0.000;0.000;18.000
15/1/2008;20:41:00;1.678;0.082;238.280;7.200;0.000;0.000;0.000
16/1/2008;00:01:00;0.470;0.076;246.050;2.200;0.000;0.000;0.000
16/1/2008;03:21:00;0.508;0.104;244.650;2.200;0.000;0.000;0.000
16/1/2008;06:41:00;0.506;0.000;243.630;2.200;0.000;0.000;0.000
16/1/2008;10:01:00;1.510;0.000;238.660;6.400;0.000;0.000;18.000
16/1/2008;13:21:00;1.924;0.166;238.870;8.000;0.000;0.000;17.000
16/1/2008;16:41:00;0.582;0.000;241.070;2.600;0.000;0.000;0.000
16/1/2008;20:01:00;2.412;0.050;231.400;10.400;0.000;0.000;0.000
16/1/2008;23:21:00;0.322;0.046;244.320;1.400;0.000;0.000;0.000
17/1/2008;02:41:00;0.400;0.068;245.720;1.800;0.000;0.000;0.000
17/1/2008;06:01:00;1.490;0.000;243.080;6.000;0.000;0.000;18.000
17/1/2008;09:21:00;3.680;0.000;237.370;15.400;37.000;0.000;17.000
17/1/2008;12:41:00;1.428;0.046;242.670;5.800;0.000;0.000;18.000
17/1/2008;16:01:00;0.378;0.062;245.530;1.800;0.000;0.000;0.000
17/1/2008;19:21:00;2.106;0.066;236.470;9.000;0.000;0.000;0.000
17/1/2008;22:41:00;0.870;0.108;242.100;3.600;0.000;0.000;0.000
18/1/2008;02:01:00;0.328;0.050;243.320;1.600;0.000;0.000;0.000
18/1/2008;05:21:00;0.418;0.074;240.290;1.800;0.000;0.000;0.000
18/1/2008;08:41:00;2.924;0.050;237.190;12.800;10.000;0.000;17.000
18/1/2008;12:01:00;1.470;0.076;238.270;6.200;0.000;0.000;17.000
18/1/2008;15:21:00;1.462;0.000;243.860;6.000;0.000;0.000;18.000
18/1/2008;18:41:00;2.114;0.060;236.420;8.800;0.000;0.000;18.000
18/1/2008;22:01:00;1.516;0.060;236.210;6.600;0.000;0.000;0.000
19/1/2008;01:21:00;0.224;0.000;242.450;1.000;0.000;0.000;0.000
19/1/2008;04:41:00;0.298;0.080;243.580;1.200;0.000;0.000;0.000
19/1/2008;08:01:00;1.332;0.076;237.950;5.600;0.000;2.000;0.000
19/1/2008;11:21:00;0.382;0.112;238.200;1.600;0.000;1.000;0.000
19/1/2008;14:41:00;1.450;0.082;242.460;6.000;2.000;0.000;18.000
19/1/2008;18:01:00;3.490;0.000;234.130;14.800;0.000;0.000;17.000
19/1/2008;21:21:00;1.580;0.000;238.820;6.600;0.000;0.000;17.000
20/1/2008;00:41:00;0.468;0.154;240.120;2.000;0.000;2.000;0.000
20/1/2008;04:01:00;0.312;0.102;244.270;1.400;0.000;1.000;0.000
20/1/2008;07:21:00;0.340;0.098;240.040;1.400;0.000;0.000;0.000
20/1/2008;10:41:00;0.544;0.000;241.910;2.400;0.000;0.000;0.000
20/1/2008;14:01:00;1.814;0.110;242.040;7.400;0.000;0.000;18.000
20/1/2008;17:21:00;2.396;0.046;235.890;10.200;0.000;0.000;0.000
20/1/2008;20:41:00;4.112;0.000;236.010;17.400;37.000;0.000;0.000
21/1/2008;00:01:00;0.430;0.118;243.870;2.000;0.000;0.000;0.000
21/1/2008;03:21:00;1.616;0.282;240.770;6.800;0.000;1.000;18.000
21/1/2008;06:41:00;2.818;0.258;237.810;12.200;0.000;2.000;17.000
21/1/2008;10:01:00;1.602;0.082;238.550;6.800;0.000;0.000;17.000
21/1/2008;13:21:00;1.374;0.000;238.520;5.800;0.000;0.000;18.000
21/1/2008;16:41:00;0.404;0.086;241.220;1.800;0.000;0.000;0.000
21/1/2008;20:01:00;2.724;0.046;234.790;11.600;0.000;0.000;0.000
21/1/2008;23:21:00;0.328;0.000;244.250;1.400;0.000;0.000;0.000
22/1/2008;02:41:00;0.430;0.104;246.010;1.800;0.000;0.000;0.000
22/1/2008;06:01:00;0.330;0.000;242.980;1.400;0.000;0.000;0.000
22/1/2008;09:21:00;0.320;0.000;241.500;1.400;0.000;0.000;0.000
22/1/2008;12:41:00;3.946;0.054;240.870;16.400;38.000;0.000;17.000
22/1/2008;16:01:00;1.620;0.078;240.300;6.800;0.000;1.000;18.000
22/1/2008;19:21:00;0.518;0.056;235.320;2.400;0.000;0.000;0.000
22/1/2008;22:41:00;0.950;0.160;242.450;4.000;0.000;0.000;0.000
23/1/2008;02:01:00;0.414;0.070;242.060;1.800;0.000;0.000;0.000
23/1/2008;05:21:00;0.566;0.206;241.950;2.600;0.000;0.000;0.000
23/1/2008;08:41:00;2.418;0.074;238.650;10.000;0.000;1.000;18.000
23/1/2008;12:01:00;1.386;0.048;240.220;5.800;0.000;0.000;18.000
23/1/2008;15:21:00;1.512;0.096;243.420;6.200;0.000;0.000;18.000
23/1/2008;18:41:00;1.758;0.000;239.450;7.400;0.000;0.000;0.000
23/1/2008;22:01:00;1.458;0.000;238.840;6.000;0.000;0.000;17.000
24/1/2008;01:21:00;0.396;0.208;244.930;1.800;0.000;0.000;0.000
24/1/2008;04:41:00;0.218;0.000;241.810;1.000;0.000;0.000;0.000
24/1/2008;08:01:00;2.150;0.180;236.390;9.200;0.000;0.000;17.000
24/1/2008;11:21:00;1.334;0.000;238.950;5.600;0.000;0.000;17.000
24/1/2008;14:41:00;0.440;0.214;245.600;2.200;0.000;2.000;0.000
24/1/2008;18:01:00;1.154;0.050;233.570;5.000;0.000;0.000;0.000
24/1/2008;21:21:00;2.044;0.000;236.460;8.600;1.000;0.000;0.000
25/1/2008;00:41:00;1.406;0.182;242.710;5.800;0.000;0.000;0.000
25/1/2008;04:01:00;0.324;0.046;243.720;1.400;0.000;0.000;0.000
25/1/2008;07:21:00;3.592;0.052;236.930;15.200;0.000;0.000;17.000
25/1/2008;10:41:00;1.430;0.054;237.180;6.000;0.000;0.000;17.000
25/1/2008;14:01:00;3.824;0.000;239.580;15.800;0.000;37.000;18.000
25/1/2008;17:21:00;0.548;0.228;242.580;2.600;0.000;1.000;0.000
25/1/2008;20:41:00;1.698;0.074;234.270;7.200;0.000;0.000;0.000
26/1/2008;00:01:00;0.490;0.000;246.020;2.200;0.000;0.000;0.000
26/1/2008;03:21:00;0.424;0.092;242.070;1.800;0.000;0.000;0.000
26/1/2008;06:41:00;1.416;0.052;242.180;5.800;0.000;0.000;18.000
26/1/2008;10:01:00;1.504;0.000;241.040;6.200;1.000;0.000;18.000
26/1/2008;13:21:00;1.328;0.260;240.250;5.600;0.000;0.000;0.000
26/1/2008;16:41:00;1.852;0.070;240.330;7.600;0.000;0.000;18.000
26/1/2008;20:01:00;4.340;0.398;233.260;18.600;1.000;0.000;17.000
26/1/2008;23:21:00;5.038;0.000;239.100;21.000;38.000;1.000;18.000
27/1/2008;02:41:00;0.506;0.070;247.420;2.000;0.000;1.000;0.000
27/1/2008;06:01:00;0.416;0.238;243.650;2.000;0.000;1.000;0.000
27/1/2008;09:21:00;0.822;0.164;239.930;3.400;0.000;1.000;0.000
27/1/2008;12:41:00;0.816;0.278;241.440;3.800;0.000;1.000;0.000
27/1/2008;16:01:00;0.568;0.052;242.830;2.600;0.000;0.000;0.000
27/1/2008;19:21:00;3.692;0.238;235.550;15.800;1.000;0.000;0.000
27/1/2008;22:41:00;1.084;0.070;240.130;4.600;0.000;0.000;0.000
28/1/2008;02:01:00;0.910;0.054;243.530;3.800;0.000;0.000;0.000
28/1/2008;05:21:00;0.406;0.054;242.260;1.800;0.000;0.000;0.000
28/1/2008;08:41:00;2.136;0.054;238.090;9.000;0.000;0.000;18.000
28/1/2008;12:01:00;2.800;0.058;236.240;11.800;0.000;0.000;17.000
28/1/2008;15:21:00;1.416;0.048;243.250;5.800;0.000;0.000;18.000
28/1/2008;18:41:00;2.062;0.058;234.480;8.800;0.000;0.000;0.000
28/1/2008;22:01:00;1.548;0.262;241.370;6.600;1.000;0.000;0.000
29/1/2008;01:21:00;1.018;0.082;241.550;4.200;0.000;0.000;0.000
29/1/2008;04:41:00;0.336;0.000;244.210;1.600;0.000;0.000;0.000
29/1/2008;08:01:00;2.230;0.054;237.120;9.400;0.000;0.000;17.000
29/1/2008;11:21:00;1.458;0.052;239.380;6.200;0.000;0.000;18.000
29/1/2008;14:41:00;3.462;0.242;241.080;14.600;0.000;17.000;18.000
29/1/2008;18:01:00;0.660;0.200;241.350;3.000;0.000;0.000;0.000
29/1/2008;21:21:00;2.312;0.076;238.040;9.800;0.000;0.000;0.000
30/1/2008;00:41:00;1.338;0.000;243.800;5.600;0.000;0.000;0.000
30/1/2008;04:01:00;0.466;0.064;244.020;2.200;0.000;0.000;0.000
30/1/2008;07:21:00;1.596;0.132;241.140;7.200;0.000;0.000;4.000
30/1/2008;10:41:00;1.498;0.046;237.030;6.400;0.000;0.000;17.000
30/1/2008;14:01:00;0.424;0.104;243.450;1.800;0.000;0.000;0.000
30/1/2008;17:21:00;0.406;0.090;242.100;1.800;0.000;0.000;0.000
30/1/2008;20:41:00;0.424;0.000;239.170;2.000;0.000;0.000;0.000
31/1/2008;00:01:00;1.534;0.000;241.240;6.400;0.000;0.000;18.000
31/1/2008;03:21:00;0.328;0.000;244.630;1.400;0.000;0.000;0.000
31/1/2008;06:41:00;2.052;0.252;244.400;8.400;0.000;0.000;18.000
31/1/2008;10:01:00;1.550;0.054;238.980;6.400;0.000;0.000;18.000
31/1/2008;13:21:00;0.400;0.050;243.510;2.000;0.000;0.000;0.000
31/1/2008;16:41:00;0.470;0.060;243.010;2.200;0.000;0.000;0.000
31/1/2008;20:01:00;1.524;0.000;245.890;6.200;0.000;1.000;0.000
31/1/2008;23:21:00;2.478;0.356;242.960;10.200;0.000;1.000;18.000
1/2/2008;02:41:00;0.498;0.224;241.740;2.400;0.000;1.000;0.000
1/2/2008;06:01:00;0.512;0.242;245.130;2.400;0.000;2.000;0.000
1/2/2008;09:21:00;0.490;0.190;238.740;2.200;0.000;0.000;0.000
1/2/2008;12:41:00;0.734;0.000;239.380;3.200;0.000;0.000;0.000
1/2/2008;16:01:00;1.740;0.202;242.620;7.200;0.000;0.000;18.000
1/2/2008;19:21:00;1.566;0.168;237.310;6.600;0.000;0.000;0.000
1/2/2008;22:41:00;1.062;0.000;243.940;4.400;0.000;0.000;0.000
2/2/2008;02:01:00;0.234;0.000;245.950;1.000;0.000;0.000;0.000
2/2/2008;05:21:00;0.232;0.000;245.010;1.000;0.000;0.000;0.000
2/2/2008;08:41:00;1.932;0.000;239.490;8.000;0.000;0.000;18.000
2/2/2008;12:01:00;2.158;0.000;238.890;9.400;0.000;0.000;18.000
2/2/2008;15:21:00;0.894;0.304;243.650;3.800;1.000;0.000;0.000
2/2/2008;18:41:00;3.002;0.316;231.470;13.000;0.000;0.000;16.000
2/2/2008;22:01:00;3.498;0.000;237.960;14.800;0.000;0.000;18.000
3/2/2008;01:21:00;1.468;0.096;239.910;6.000;1.000;0.000;18.000
3/2/2008;04:41:00;0.394;0.204;242.630;1.800;0.000;0.000;0.000
3/2/2008;08:01:00;0.232;0.000;243.310;1.000;0.000;0.000;0.000
3/2/2008;11:21:00;1.854;0.046;236.480;7.800;0.000;0.000;17.000
3/2/2008;14:41:00;3.830;0.000;242.470;15.800;1.000;37.000;18.000
3/2/2008;18:01:00;1.334;0.078;235.100;5.600;0.000;0.000;0.000
3/2/2008;21:21:00;3.692;0.170;234.810;15.800;0.000;0.000;17.000
4/2/2008;00:41:00;0.326;0.104;243.390;1.400;0.000;0.000;0.000
4/2/2008;04:01:00;0.304;0.078;244.640;1.200;0.000;0.000;0.000
4/2/2008;07:21:00;2.706;0.000;236.760;11.400;0.000;0.000;17.000
4/2/2008;10:41:00;1.686;0.294;237.530;7.200;0.000;1.000;17.000
4/2/2008;14:01:00;1.478;0.216;240.810;6.200;0.000;1.000;18.000
4/2/2008;17:21:00;0.224;0.000;241.440;1.000;0.000;0.000;0.000
4/2/2008;20:41:00;1.952;0.062;236.540;8.200;0.000;0.000;0.000
5/2/2008;00:01:00;0.222;0.000;242.650;1.000;0.000;0.000;0.000
5/2/2008;03:21:00;0.358;0.116;240.830;1.600;0.000;0.000;0.000
5/2/2008;06:41:00;3.928;0.250;237.780;16.800;0.000;0.000;17.000
5/2/2008;10:01:00;1.270;0.000;238.760;5.200;0.000;0.000;18.000
5/2/2008;13:21:00;5.284;0.482;235.820;22.600;0.000;37.000;17.000
5/2/2008;16:41:00;1.756;0.084;242.290;7.200;0.000;2.000;18.000
5/2/2008;20:01:00;4.184;0.280;234.180;17.800;0.000;36.000;0.000
5/2/2008;23:21:00;0.246;0.000;246.110;1.000;0.000;0.000;0.000
6/2/2008;02:41:00;0.346;0.112;244.350;1.400;0.000;1.000;0.000
6/2/2008;06:01:00;0.340;0.102;242.660;1.400;0.000;0.000;0.000
6/2/2008;09:21:00;1.420;0.056;228.330;6.200;1.000;0.000;16.000
6/2/2008;12:41:00;0.380;0.142;230.280;1.800;0.000;0.000;0.000
6/2/2008;16:01:00;0.444;0.262;246.490;2.000;0.000;1.000;0.000
6/2/2008;19:21:00;1.790;0.182;236.730;7.600;0.000;1.000;0.000
6/2/2008;22:41:00;0.470;0.166;242.530;2.000;0.000;0.000;0.000
7/2/2008;02:01:00;0.334;0.110;244.680;1.400;0.000;0.000;0.000
7/2/2008;05:21:00;0.226;0.000;244.220;1.000;0.000;0.000;0.000
7/2/2008;08:41:00;1.712;0.050;239.790;7.000;0.000;0.000;18.000
7/2/2008;12:01:00;1.274;0.046;239.210;5.200;0.000;0.000;18.000
7/2/2008;15:21:00;0.410;0.000;245.580;1.800;0.000;0.000;0.000
7/2/2008;18:41:00;0.562;0.046;236.490;2.400;0.000;0.000;0.000
7/2/2008;22:01:00;1.798;0.000;237.520;7.600;0.000;0.000;0.000
8/2/2008;01:21:00;0.346;0.132;242.440;1.600;0.000;0.000;0.000
8/2/2008;04:41:00;0.330;0.104;243.750;1.400;0.000;0.000;0.000
8/2/2008;08:01:00;1.470;0.000;240.120;6.000;0.000;0.000;18.000
8/2/2008;11:21:00;1.526;0.048;238.150;6.600;0.000;0.000;17.000
8/2/2008;14:41:00;1.656;0.200;242.780;6.800;0.000;0.000;19.000
8/2/2008;18:01:00;0.842;0.088;239.620;3.600;0.000;0.000;0.000
8/2/2008;21:21:00;0.484;0.088;239.150;2.200;0.000;0.000;0.000
9/2/2008;00:41:00;0.336;0.110;243.350;1.400;0.000;0.000;0.000
9/2/2008;04:01:00;0.224;0.000;244.690;1.000;0.000;0.000;0.000
9/2/2008;07:21:00;0.220;0.000;240.820;0.800;0.000;0.000;0.000
9/2/2008;10:41:00;2.060;0.000;240.430;8.600;0.000;0.000;18.000
9/2/2008;14:01:00;1.352;0.000;243.190;5.400;0.000;0.000;19.000
9/2/2008;17:21:00;0.752;0.092;243.400;3.000;0.000;0.000;0.000
9/2/2008;20:41:00;5.476;0.458;235.340;23.600;0.000;37.000;17.000
10/2/2008;00:01:00;0.702;0.094;243.070;2.800;0.000;2.000;0.000
10/2/2008;03:21:00;0.412;0.224;245.950;1.800;0.000;2.000;0.000
10/2/2008;06:41:00;0.286;0.000;242.520;1.200;0.000;0.000;0.000
10/2/2008;10:01:00;1.738;0.068;240.070;7.200;0.000;0.000;18.000
10/2/2008;13:21:00;0.680;0.174;246.220;2.800;0.000;4.000;0.000
10/2/2008;16:41:00;0.488;0.102;242.380;2.000;0.000;0.000;0.000
10/2/2008;20:01:00;4.372;0.196;235.130;18.600;0.000;0.000;17.000
10/2/2008;23:21:00;1.868;0.094;242.770;7.600;0.000;0.000;18.000
11/2/2008;02:41:00;0.228;0.000;245.950;1.000;0.000;0.000;0.000
11/2/2008;06:01:00;0.230;0.000;244.040;1.000;0.000;0.000;0.000
11/2/2008;09:21:00;1.350;0.056;239.740;5.600;0.000;0.000;17.000
11/2/2008;12:41:00;1.312;0.000;242.980;5.400;0.000;0.000;18.000
11/2/2008;16:01:00;0.226;0.000;245.260;1.000;0.000;0.000;0.000
11/2/2008;19:21:00;2.628;0.170;235.900;11.000;0.000;0.000;17.000
11/2/2008;22:41:00;1.560;0.218;239.870;6.400;0.000;0.000;0.000
12/2/2008;02:01:00;0.330;0.120;246.080;1.400;0.000;0.000;0.000
12/2/2008;05:21:00;0.334;0.112;243.770;1.400;0.000;0.000;0.000
12/2/2008;08:41:00;3.932;0.050;230.890;17.000;36.000;0.000;17.000
12/2/2008;12:01:00;1.962;0.104;233.290;8.400;0.000;0.000;16.000
12/2/2008;15:21:00;2.946;0.186;236.470;13.200;0.000;23.000;17.000
12/2/2008;18:41:00;1.236;0.218;237.070;5.200;0.000;1.000;0.000
12/2/2008;22:01:00;0.670;0.144;239.960;2.800;0.000;0.000;0.000
13/2/2008;01:21:00;0.330;0.100;242.100;1.400;0.000;0.000;0.000
13/2/2008;04:41:00;1.448;0.098;244.930;5.800;0.000;0.000;18.000
13/2/2008;08:01:00;1.848;0.000;241.960;7.600;0.000;0.000;18.000
13/2/2008;11:21:00;2.886;0.336;236.370;12.200;38.000;0.000;0.000
13/2/2008;14:41:00;0.400;0.130;244.110;1.600;1.000;0.000;0.000
13/2/2008;18:01:00;1.870;0.138;236.010;8.200;0.000;27.000;0.000
13/2/2008;21:21:00;4.276;0.204;238.360;18.000;0.000;0.000;18.000
14/2/2008;00:41:00;0.422;0.256;243.680;2.000;0.000;1.000;0.000
14/2/2008;04:01:00;0.422;0.240;244.330;2.000;0.000;0.000;0.000
14/2/2008;07:21:00;3.248;0.142;236.310;13.600;0.000;0.000;17.000
14/2/2008;10:41:00;1.452;0.196;237.660;6.000;0.000;0.000;17.000
14/2/2008;14:01:00;0.350;0.128;243.530;1.400;0.000;0.000;0.000
14/2/2008;17:21:00;0.396;0.202;241.090;1.800;0.000;0.000;0.000
14/2/2008;20:41:00;2.022;0.056;236.850;8.400;0.000;0.000;18.000
15/2/2008;00:01:00;1.418;0.058;243.310;5.800;0.000;0.000;18.000
15/2/2008;03:21:00;0.216;0.000;245.650;0.800;0.000;0.000;0.000
15/2/2008;06:41:00;0.218;0.046;242.750;0.800;0.000;0.000;0.000
15/2/2008;10:01:00;1.354;0.052;240.210;5.600;0.000;0.000;18.000
15/2/2008;13:21:00;3.994;0.172;240.770;16.600;0.000;40.000;18.000
15/2/2008;16:41:00;1.454;0.100;244.790;5.800;0.000;0.000;19.000
15/2/2008;20:01:00;0.948;0.336;243.610;4.000;0.000;0.000;0.000
15/2/2008;23:21:00;0.730;0.124;244.830;3.000;0.000;0.000;0.000
16/2/2008;02:41:00;0.374;0.114;245.370;1.600;0.000;0.000;0.000
16/2/2008;06:01:00;0.272;0.000;245.730;1.200;0.000;0.000;0.000
16/2/2008;09:21:00;1.636;0.162;239.350;6.800;0.000;1.000;17.000
16/2/2008;12:41:00;0.746;0.228;243.210;3.200;0.000;2.000;0.000
16/2/2008;16:01:00;0.734;0.046;244.300;3.000;0.000;0.000;0.000
